account_id;customer_id;account_number;account_type;balance_idr;created_date;status;tier
ACC00366;NBC0366;8878939129;tabungan;26106804;09/11/2024;active;silver
ACC00367;NBC0367;8865188711;tabungan;23754505;08/02/2025;dormant;basic
ACC00368;NBC0368;8860050092;tabungan;20794351;05/12/2024;active;silver
ACC00369;NBC0369;8892878757;tabungan;17675157;05/12/2024;closed;platinum
ACC00370;NBC0370;8830293011;deposito;31730521;24/06/2024;active;silver
ACC00371;NBC0371;8850186074;tabungan;49162377;21/07/2023;active;basic
ACC00372;NBC0372;8806952223;tabungan;11569935;01/08/2024;active;gold
ACC00373;NBC0373;8893180620;tabungan;12785762;08/07/2023;dormant;gold
ACC00374;NBC0374;8873024266;deposito;12322963;08/08/2024;active;platinum
ACC00375;NBC0375;8897537405;tabungan;9420939;01/02/2024;active;gold
ACC00376;NBC0376;8844695674;deposito;270653464;16/10/2023;active;gold
ACC00377;NBC0377;8887354453;tabungan;3435290;13/03/2024;active;silver
ACC00378;NBC0378;8814668865;tabungan;17171550;13/07/2023;active;gold
ACC00379;NBC0379;8848348358;tabungan;34601562;19/01/2024;active;platinum
ACC00380;NBC0380;8826736648;tabungan;28886986;13/09/2024;active;silver
ACC00381;NBC0381;8820775870;tabungan;21117814;24/12/2023;active;silver
ACC00382;NBC0382;8843269834;tabungan;34184091;07/11/2024;active;gold
ACC00383;NBC0383;8869580504;tabungan;20284067;24/01/2025;active;gold
ACC00384;NBC0384;8805092846;tabungan;21516268;02/10/2024;active;basic
ACC00385;NBC0385;8800734293;deposito;253829513;18/08/2024;dormant;basic
ACC00386;NBC0386;8877372954;tabungan;38160427;05/08/2022;active;silver
ACC00387;NBC0387;8850380162;bisnis;170939393;21/12/2024;dormant;gold
ACC00388;NBC0388;8815020450;tabungan;22587005;09/03/2024;active;basic
ACC00389;NBC0389;8881435312;deposito;358225424;25/03/2023;active;silver
ACC00390;NBC0390;8843379531;bisnis;125052766;28/12/2024;active;silver
ACC00391;NBC0391;8812359042;tabungan;48522449;15/10/2023;active;gold
ACC00392;NBC0392;8827428662;tabungan;27017701;18/01/2024;active;basic
ACC00393;NBC0393;8810857383;tabungan;44917844;24/11/2023;active;silver
ACC00394;NBC0394;8854514609;deposito;302430354;18/01/2025;active;silver
ACC00395;NBC0395;8893511745;deposito;447272730;10/10/2022;active;platinum
ACC00396;NBC0396;8837062728;tabungan;24090018;03/10/2024;active;platinum
ACC00397;NBC0397;8873374612;tabungan;7324507;23/09/2023;active;basic
ACC00398;NBC0398;8857562641;deposito;459115523;17/01/2025;closed;silver
ACC00399;NBC0399;8808481876;tabungan;11763509;20/01/2025;active;silver
ACC00400;NBC0400;8899069319;tabungan;10822906;05/12/2023;active;gold
ACC00401;NBC0401;8803995167;tabungan;29056626;20/05/2024;closed;silver
ACC00402;NBC0402;8850599822;bisnis;16422600;17/06/2024;active;silver
ACC00403;NBC0403;8867312343;deposito;495903772;25/11/2024;active;silver
ACC00404;NBC0404;8880485142;bisnis;143043457;26/12/2024;active;basic
ACC00405;NBC0405;8859364502;tabungan;3937574;23/12/2022;dormant;silver
ACC00406;NBC0406;8831342755;tabungan;37209661;27/02/2023;active;silver
ACC00407;NBC0407;8872991154;bisnis;119031277;27/12/2024;active;basic
ACC00408;NBC0408;8844318343;tabungan;39725776;31/03/2022;active;basic
ACC00409;NBC0409;8853102977;deposito;239010564;11/06/2024;active;silver
ACC00410;NBC0410;8815062917;tabungan;8065978;10/02/2025;active;gold
ACC00411;NBC0411;8865173281;tabungan;40697953;26/07/2023;active;basic
ACC00412;NBC0412;8891087392;tabungan;28779692;27/11/2023;dormant;gold
ACC00413;NBC0413;8898369157;tabungan;10618032;30/12/2024;active;basic
ACC00414;NBC0414;8867105298;tabungan;14718403;10/02/2025;active;basic
ACC00415;NBC0415;8870745991;tabungan;45898084;21/01/2025;active;gold
ACC00416;NBC0416;8804450020;tabungan;25142350;14/09/2024;dormant;silver
ACC00417;NBC0417;8883878903;bisnis;35646830;08/06/2024;active;platinum
ACC00418;NBC0418;8850295867;tabungan;20882178;08/02/2025;active;gold
ACC00419;NBC0419;8830409346;tabungan;26715430;23/10/2024;active;gold
ACC00420;NBC0420;8875418236;tabungan;46059109;29/01/2025;active;silver
ACC00421;NBC0421;8810138272;tabungan;36453108;10/02/2025;active;basic
ACC00422;NBC0422;8851334601;bisnis;19739027;24/08/2023;active;silver
ACC00423;NBC0423;8822013882;tabungan;36707352;01/12/2023;active;basic
ACC00424;NBC0424;8832083168;tabungan;24370729;07/02/2025;active;silver
ACC00425;NBC0425;8863603891;tabungan;8257651;28/01/2025;active;silver
ACC00426;NBC0426;8836907894;tabungan;43620959;24/11/2024;closed;silver
ACC00427;NBC0427;8867200052;tabungan;43587620;27/01/2025;active;silver
ACC00428;NBC0428;8810707163;tabungan;5521893;15/04/2023;active;gold
ACC00429;NBC0429;8850895123;tabungan;18151898;13/02/2025;dormant;gold
ACC00430;NBC0430;8885119194;tabungan;30888057;17/11/2022;dormant;basic
ACC00431;NBC0431;8854569729;deposito;433716942;22/05/2024;active;basic
ACC00432;NBC0432;8856192767;bisnis;106646865;13/12/2023;active;basic
ACC00433;NBC0433;8877188626;tabungan;5351090;18/04/2024;active;gold
ACC00434;NBC0434;8856126678;tabungan;16240867;21/05/2024;closed;platinum
ACC00435;NBC0435;8855737138;bisnis;59222586;30/06/2024;active;gold
ACC00436;NBC0436;8840223461;tabungan;35315571;31/01/2025;active;gold
ACC00437;NBC0437;8866276330;tabungan;20361905;21/01/2025;closed;silver
ACC00438;NBC0438;8817614215;tabungan;20021726;22/01/2025;active;gold
ACC00439;NBC0439;8883196863;deposito;104626506;11/10/2023;active;basic
ACC00440;NBC0440;8870465689;tabungan;27994349;14/05/2023;active;platinum
ACC00441;NBC0441;8870368830;tabungan;26104629;05/02/2025;active;gold
ACC00442;NBC0442;8883793631;tabungan;1999638;16/11/2024;active;silver
ACC00443;NBC0443;8822912706;tabungan;23220037;29/12/2024;dormant;basic
ACC00444;NBC0444;8834104062;deposito;182076429;14/11/2024;closed;silver
ACC00445;NBC0445;8818722824;bisnis;155926659;03/09/2022;active;gold
ACC00446;NBC0446;8883018179;deposito;262598308;16/05/2023;active;basic
ACC00447;NBC0447;8875789849;tabungan;26975660;12/05/2022;active;silver
ACC00448;NBC0448;8899799052;tabungan;32115243;10/01/2024;dormant;basic
ACC00449;NBC0449;8817114865;deposito;471137525;27/01/2024;dormant;basic
ACC00450;NBC0450;8881898106;tabungan;28118549;17/12/2024;active;platinum
ACC00451;NBC0451;8835631631;tabungan;5265334;27/12/2024;active;basic
ACC00452;NBC0452;8875572616;deposito;95281800;07/02/2025;active;gold
ACC00453;NBC0453;8896378811;tabungan;40142751;23/11/2024;active;basic
ACC00454;NBC0454;8889990682;tabungan;38617718;24/09/2024;closed;basic
ACC00455;NBC0455;8813071675;tabungan;46921813;29/10/2023;active;silver
ACC00456;NBC0456;8816336131;tabungan;12751707;24/09/2023;dormant;basic
ACC00457;NBC0457;8885490049;tabungan;31655020;12/10/2024;closed;basic
ACC00458;NBC0458;8872954585;bisnis;15608173;14/05/2024;active;silver
ACC00459;NBC0459;8856399812;tabungan;33890799;01/09/2024;dormant;silver
ACC00460;NBC0460;8839225517;tabungan;32435002;27/07/2024;active;basic
ACC00461;NBC0461;8819258147;deposito;439179304;05/01/2025;active;silver
ACC00462;NBC0462;8812360186;tabungan;28350941;01/02/2023;active;silver
ACC00463;NBC0463;8854138453;tabungan;15754549;07/10/2024;active;gold
ACC00464;NBC0464;8863093079;tabungan;6395886;16/09/2024;active;silver
ACC00465;NBC0465;8859096459;deposito;219717666;10/01/2025;active;silver
ACC00466;NBC0466;8824089921;tabungan;36230025;04/11/2024;active;basic
ACC00467;NBC0467;8835166811;tabungan;31030626;15/11/2024;active;basic
ACC00468;NBC0468;8897367072;tabungan;13937562;08/05/2023;active;silver
ACC00469;NBC0469;8834024222;deposito;69974200;24/10/2024;active;silver
ACC00470;NBC0470;8841983063;tabungan;49423356;18/10/2024;dormant;platinum
ACC00471;NBC0471;8865401814;tabungan;12503563;17/11/2024;active;gold
ACC00472;NBC0472;8824842024;tabungan;19574272;20/12/2023;dormant;basic
ACC00473;NBC0473;8850947651;tabungan;16518232;31/01/2025;active;basic
ACC00474;NBC0474;8886156409;tabungan;8019874;29/12/2024;dormant;basic
ACC00475;NBC0475;8814753989;tabungan;38751896;21/10/2024;dormant;silver
ACC00476;NBC0476;8837054245;tabungan;47524577;21/07/2022;active;basic
ACC00477;NBC0477;8882611035;tabungan;6363854;09/06/2024;active;silver
ACC00478;NBC0478;8894299202;bisnis;103399593;03/05/2024;active;basic
ACC00479;NBC0479;8866696922;tabungan;16331079;10/01/2024;active;basic
ACC00480;NBC0480;8833861941;bisnis;153467246;28/03/2024;active;silver
ACC00481;NBC0481;8883909342;tabungan;4490597;11/12/2024;active;silver
ACC00482;NBC0482;8840662834;tabungan;18920190;16/11/2024;active;silver
ACC00483;NBC0483;8834889334;bisnis;110588470;06/10/2023;active;basic
ACC00484;NBC0484;8851866940;deposito;117037952;27/09/2024;active;gold
ACC00485;NBC0485;8854243826;deposito;277585652;24/06/2024;active;gold
ACC00486;NBC0486;8885507435;tabungan;41722404;11/01/2023;active;silver
ACC00487;NBC0487;8828895947;tabungan;1556857;07/01/2025;active;gold
ACC00488;NBC0488;8839696453;tabungan;42482956;12/02/2022;active;basic
ACC00489;NBC0489;8876504718;bisnis;87128399;25/11/2023;active;silver
ACC00490;NBC0490;8800995428;deposito;285801570;02/04/2024;dormant;gold
ACC00491;NBC0491;8834496686;tabungan;34235510;07/06/2024;active;silver
ACC00492;NBC0492;8898994706;tabungan;28936644;02/10/2024;dormant;basic
ACC00493;NBC0493;8870690149;tabungan;47129638;19/03/2023;active;silver
ACC00494;NBC0494;8810384715;tabungan;29649021;02/01/2023;active;basic
ACC00495;NBC0495;8856650518;bisnis;105777431;28/11/2024;active;basic
ACC00496;NBC0496;8860167449;bisnis;195913315;15/02/2025;closed;silver
ACC00497;NBC0497;8834359698;tabungan;48633432;03/03/2023;active;silver
ACC00498;NBC0498;8845056693;bisnis;88457230;04/10/2022;active;silver
ACC00499;NBC0499;8840242861;tabungan;32612402;25/12/2024;active;gold
ACC00500;NBC0500;8892571402;tabungan;31750477;04/01/2025;active;basic
ACC00501;NBC0501;8838576264;deposito;182402771;02/07/2024;active;basic
ACC00502;NBC0502;8863849368;deposito;281038748;28/02/2024;active;basic
ACC00503;NBC0503;8835853010;tabungan;3574270;26/05/2024;active;gold
ACC00504;NBC0504;8827896951;bisnis;21831593;28/12/2024;active;silver
ACC00505;NBC0505;8830485277;tabungan;41062572;10/11/2024;active;basic
ACC00506;NBC0506;8867036562;deposito;193054147;14/11/2024;dormant;silver
ACC00507;NBC0507;8863444394;tabungan;3563186;03/09/2023;active;silver
ACC00508;NBC0508;8896331812;tabungan;27142613;18/01/2025;active;basic
ACC00509;NBC0509;8857617073;tabungan;13265166;14/04/2023;active;silver
ACC00510;NBC0510;8874457762;bisnis;33794552;11/02/2025;active;basic
ACC00511;NBC0511;8826367850;deposito;367496339;05/07/2023;active;silver
ACC00512;NBC0512;8889774759;tabungan;34287956;22/01/2025;active;silver
ACC00513;NBC0513;8834852953;tabungan;18394882;17/10/2024;active;basic
ACC00514;NBC0514;8840376768;bisnis;120255800;29/08/2024;active;gold
ACC00515;NBC0515;8804207675;deposito;260185372;23/06/2023;active;silver
ACC00516;NBC0516;8897534115;tabungan;5503410;13/06/2023;active;silver
ACC00517;NBC0517;8833099000;tabungan;31720659;30/01/2025;active;gold
ACC00518;NBC0518;8806565823;bisnis;153770035;14/01/2024;active;gold
ACC00519;NBC0519;8853856535;tabungan;19595442;18/10/2023;active;silver
ACC00520;NBC0520;8826600047;tabungan;12199284;21/03/2024;active;silver
ACC00521;NBC0521;8811034956;bisnis;8258631;06/01/2025;dormant;silver
ACC00522;NBC0522;8899899651;tabungan;5320843;07/12/2022;active;silver
ACC00523;NBC0523;8858374661;tabungan;5922609;30/08/2022;active;silver
ACC00524;NBC0524;8877618687;tabungan;21035211;26/10/2024;active;basic
ACC00525;NBC0525;8847966682;deposito;364128835;06/08/2022;active;silver
ACC00526;NBC0526;8805256599;deposito;385195762;15/02/2025;active;basic
ACC00527;NBC0527;8889142330;tabungan;25260941;15/10/2023;active;basic
ACC00528;NBC0528;8892764054;tabungan;49089135;17/03/2023;dormant;basic
ACC00529;NBC0529;8839862214;tabungan;32391355;06/01/2025;active;gold
ACC00530;NBC0530;8813186604;tabungan;3777240;02/09/2024;active;silver
ACC00531;NBC0531;8873389147;tabungan;32617833;25/06/2024;dormant;basic
ACC00532;NBC0532;8852474420;tabungan;49306389;20/12/2024;active;basic
ACC00533;NBC0533;8894410238;tabungan;12714963;21/03/2024;active;basic
ACC00534;NBC0534;8835186647;tabungan;32369353;02/10/2024;dormant;silver
ACC00535;NBC0535;8813135183;tabungan;32249574;09/07/2023;active;silver
ACC00536;NBC0536;8858534658;tabungan;681342;23/10/2022;active;gold
ACC00537;NBC0537;8839885217;tabungan;5370381;30/10/2023;active;silver
ACC00538;NBC0538;8859909841;deposito;300481584;20/10/2024;active;gold
ACC00539;NBC0539;8865581675;tabungan;11562806;04/02/2024;active;basic
ACC00540;NBC0540;8823831934;deposito;411893601;20/01/2025;closed;basic
ACC00541;NBC0541;8880038146;tabungan;35835032;08/10/2022;active;silver
ACC00542;NBC0542;8829242195;tabungan;12788849;23/09/2023;active;silver
ACC00543;NBC0543;8830912185;tabungan;38636143;22/12/2024;active;gold
ACC00544;NBC0544;8834114613;tabungan;10484267;27/12/2024;active;platinum
ACC00545;NBC0545;8855530153;tabungan;16840882;13/09/2024;dormant;silver
ACC00546;NBC0546;8804407781;tabungan;2716671;29/06/2024;dormant;basic
ACC00547;NBC0547;8809659845;tabungan;45178274;21/09/2024;active;gold
ACC00548;NBC0548;8866345418;tabungan;21559178;05/02/2025;dormant;gold
ACC00549;NBC0549;8899126994;tabungan;49893600;01/08/2024;active;basic
ACC00550;NBC0550;8806419106;deposito;188203551;09/01/2024;dormant;silver
ACC00551;NBC0551;8869100822;tabungan;7122375;26/01/2025;active;silver
ACC00552;NBC0552;8821682682;tabungan;44670607;20/10/2024;active;gold
ACC00553;NBC0553;8817562699;tabungan;10296853;22/01/2025;active;silver
ACC00554;NBC0554;8820834791;deposito;423274391;02/12/2024;active;silver
ACC00555;NBC0555;8805932572;deposito;405374337;15/09/2023;active;gold
ACC00556;NBC0556;8870322007;tabungan;9003280;11/11/2024;active;platinum
ACC00557;NBC0557;8885972438;deposito;495092811;06/11/2023;active;silver
ACC00558;NBC0558;8829514520;tabungan;31176815;18/11/2023;active;silver
ACC00559;NBC0559;8880286060;deposito;182802343;17/12/2024;active;silver
ACC00560;NBC0560;8802240654;deposito;159638219;18/08/2024;active;silver
ACC00561;NBC0561;8847695090;deposito;480887145;31/12/2023;active;silver
ACC00562;NBC0562;8889856643;bisnis;69535063;17/12/2023;active;silver
ACC00563;NBC0563;8865562388;tabungan;2467410;02/12/2023;active;gold
ACC00564;NBC0564;8888765699;tabungan;33126752;08/02/2025;active;gold
ACC00565;NBC0565;8836062290;tabungan;16048756;30/11/2023;dormant;basic
ACC00566;NBC0566;8838604794;tabungan;6017943;27/01/2025;active;silver
ACC00567;NBC0567;8819903803;bisnis;179119406;24/09/2024;active;gold
ACC00568;NBC0568;8848953829;tabungan;22197001;14/02/2023;active;basic
ACC00569;NBC0569;8819147905;tabungan;19551388;25/11/2023;active;silver
ACC00570;NBC0570;8872839516;tabungan;15760419;16/07/2024;dormant;silver
ACC00571;NBC0571;8809532670;tabungan;31925178;11/05/2023;active;silver
ACC00572;NBC0572;8888686562;tabungan;37452336;14/08/2024;active;silver
ACC00573;NBC0573;8825822828;tabungan;39895635;24/01/2025;active;basic
ACC00574;NBC0574;8818323530;deposito;488758352;27/08/2022;active;gold
ACC00575;NBC0575;8885684676;tabungan;29412453;15/07/2024;active;silver
ACC00576;NBC0576;8880964583;tabungan;42991865;20/11/2024;active;silver
ACC00577;NBC0577;8849597521;tabungan;32287424;14/12/2024;active;silver
ACC00578;NBC0578;8831755592;deposito;129044567;10/09/2024;active;gold
ACC00579;NBC0579;8874874114;bisnis;135508638;01/02/2025;active;silver
ACC00580;NBC0580;8826751199;deposito;287696545;23/10/2023;active;basic
ACC00581;NBC0581;8845349655;tabungan;33185996;09/06/2024;active;silver
ACC00582;NBC0582;8856419678;tabungan;4927910;03/08/2024;active;basic
ACC00583;NBC0583;8830093582;deposito;326506089;04/12/2024;active;silver
ACC00584;NBC0584;8863015972;tabungan;4195355;14/03/2023;dormant;silver
ACC00585;NBC0585;8822848349;bisnis;46819061;18/10/2024;active;silver
ACC00586;NBC0586;8866809846;tabungan;11333553;08/08/2024;active;gold
ACC00587;NBC0587;8801804033;deposito;356600426;06/11/2024;active;basic
ACC00588;NBC0588;8801537358;tabungan;20233471;30/12/2024;active;gold
ACC00589;NBC0589;8871554460;tabungan;26885289;23/01/2025;active;basic
ACC00590;NBC0590;8892609674;tabungan;23255934;20/08/2023;active;silver
ACC00591;NBC0591;8872053649;tabungan;27138200;01/11/2023;dormant;platinum
ACC00592;NBC0592;8819285672;bisnis;154417021;24/11/2022;active;silver
ACC00593;NBC0593;8850215538;deposito;436117847;18/08/2024;active;silver
ACC00594;NBC0594;8877558212;deposito;137016635;13/08/2023;dormant;basic
ACC00595;NBC0595;8864395678;tabungan;26022634;12/01/2024;active;basic
ACC00596;NBC0596;8860789075;deposito;148341815;13/05/2024;active;silver
ACC00597;NBC0597;8899198177;tabungan;5615414;11/04/2024;active;silver
ACC00598;NBC0598;8812944149;tabungan;25241953;25/10/2024;dormant;silver
ACC00599;NBC0599;8831649828;tabungan;11187146;09/12/2024;active;basic
ACC00600;NBC0600;8838597477;deposito;412665121;21/12/2024;active;silver
ACC00601;NBC0601;8865907055;tabungan;29250283;13/11/2023;active;basic
ACC00602;NBC0602;8834368771;tabungan;20433474;18/06/2024;dormant;gold
ACC00603;NBC0603;8892209490;tabungan;22667745;20/09/2024;active;platinum
ACC00604;NBC0604;8834153597;deposito;266390038;02/09/2024;active;basic
ACC00605;NBC0605;8800115477;bisnis;125757677;21/06/2023;active;basic
ACC00606;NBC0606;8894314872;tabungan;15448883;31/01/2024;active;basic
ACC00607;NBC0607;8857856413;bisnis;46925584;25/01/2024;dormant;silver
ACC00608;NBC0608;8874168557;bisnis;92468349;25/10/2024;dormant;silver
ACC00609;NBC0609;8823285558;bisnis;57944294;11/07/2024;active;platinum
ACC00610;NBC0610;8895794758;tabungan;1284669;17/01/2025;active;silver
ACC00611;NBC0611;8866028413;tabungan;6657948;27/11/2024;active;silver
ACC00612;NBC0612;8833470407;tabungan;27651183;14/12/2024;dormant;basic
ACC00613;NBC0613;8869714797;deposito;59633052;15/09/2024;active;basic
ACC00614;NBC0614;8841855950;bisnis;193871308;05/06/2023;active;silver
ACC00615;NBC0615;8837456017;tabungan;34875916;05/01/2025;active;silver
ACC00616;NBC0616;8896101759;bisnis;7317801;02/05/2023;active;silver
ACC00617;NBC0617;8801706794;tabungan;45586690;09/09/2024;active;basic
ACC00618;NBC0618;8878692855;tabungan;38662367;22/07/2022;active;silver
ACC00619;NBC0619;8862159389;deposito;370020719;03/07/2024;active;gold
ACC00620;NBC0620;8863536735;tabungan;28568956;19/04/2024;active;gold
ACC00621;NBC0621;8858960707;deposito;477012324;05/06/2024;active;silver
ACC00622;NBC0622;8888341335;tabungan;8695781;04/02/2024;active;gold
ACC00623;NBC0623;8890143097;bisnis;29080450;09/05/2023;active;silver
ACC00624;NBC0624;8827493663;deposito;493968909;05/09/2024;active;basic
ACC00625;NBC0625;8896714803;tabungan;21148576;18/02/2024;active;platinum
ACC00626;NBC0626;8800735658;tabungan;47317372;01/01/2025;active;gold
ACC00627;NBC0627;8808252637;tabungan;10392328;15/12/2023;active;gold
ACC00628;NBC0628;8812886691;tabungan;39781301;27/05/2024;active;basic
ACC00629;NBC0629;8823214252;bisnis;24245975;23/10/2024;active;gold
ACC00630;NBC0630;8819789259;tabungan;25441031;27/07/2023;active;gold
ACC00631;NBC0631;8857446532;tabungan;20644302;24/05/2024;active;gold
ACC00632;NBC0632;8854411818;tabungan;25251374;15/02/2025;active;basic
ACC00633;NBC0633;8851367380;bisnis;179206264;29/12/2024;active;gold
ACC00634;NBC0634;8820388193;tabungan;46213818;10/08/2024;active;gold
ACC00635;NBC0635;8868418471;bisnis;119835440;22/10/2024;active;gold
ACC00636;NBC0636;8822014833;tabungan;17559765;09/06/2024;active;silver
ACC00637;NBC0637;8840112728;tabungan;16403029;12/07/2024;active;silver
ACC00638;NBC0638;8803087647;tabungan;13995482;01/07/2024;active;silver
ACC00639;NBC0639;8809067618;deposito;492445309;10/01/2025;active;silver
ACC00640;NBC0640;8876295076;tabungan;16020794;28/01/2025;active;basic
ACC00641;NBC0641;8816217204;tabungan;44003000;04/04/2024;active;silver
ACC00642;NBC0642;8886804186;tabungan;36714606;30/03/2024;active;silver
ACC00643;NBC0643;8803264564;tabungan;38640812;24/02/2023;active;gold
ACC00644;NBC0644;8874199160;tabungan;41355729;03/03/2024;active;silver
ACC00645;NBC0645;8890649097;tabungan;21769537;06/07/2023;active;silver
ACC00646;NBC0646;8834251970;tabungan;43396822;27/01/2025;active;platinum
ACC00647;NBC0647;8815891368;deposito;71240651;22/01/2024;active;silver
ACC00648;NBC0648;8870742153;deposito;81343855;09/01/2025;active;gold
ACC00649;NBC0649;8836252602;bisnis;18481068;06/08/2024;active;silver
ACC00650;NBC0650;8869088754;deposito;98540211;11/05/2023;dormant;basic
ACC00651;NBC0651;8829335838;deposito;281165890;06/02/2024;active;silver
ACC00652;NBC0652;8891065735;bisnis;80505181;08/08/2023;active;basic
ACC00653;NBC0653;8845469351;tabungan;5768083;13/04/2024;active;basic
ACC00654;NBC0654;8814012833;deposito;18957728;17/12/2024;active;silver
ACC00655;NBC0655;8858979903;bisnis;23794977;31/01/2024;active;silver
ACC00656;NBC0656;8817717030;deposito;186932005;27/11/2024;active;silver
ACC00657;NBC0657;8887094124;tabungan;23279380;11/10/2023;active;gold
ACC00658;NBC0658;8805164838;tabungan;46985409;04/05/2024;active;gold
ACC00659;NBC0659;8833768418;deposito;322074163;20/06/2024;active;silver
ACC00660;NBC0660;8867760064;tabungan;30536924;18/01/2025;active;basic
ACC00661;NBC0661;8859731730;tabungan;15161959;17/12/2023;active;basic
ACC00662;NBC0662;8824967574;deposito;127216844;17/08/2024;active;gold
ACC00663;NBC0663;8810484809;deposito;471154869;19/10/2023;active;gold
ACC00664;NBC0664;8873181560;bisnis;81962260;06/02/2025;active;basic
ACC00665;NBC0665;8827079959;tabungan;22977759;23/09/2023;active;silver
ACC00666;NBC0666;8876111079;tabungan;48292152;18/07/2024;active;basic
ACC00667;NBC0667;8847545657;bisnis;127377755;12/10/2024;active;silver
ACC00668;NBC0668;8897226934;bisnis;40727215;21/01/2025;closed;platinum
ACC00669;NBC0669;8840390984;tabungan;34118149;26/01/2024;active;basic
ACC00670;NBC0670;8885606699;deposito;372907513;23/10/2023;active;silver
ACC00671;NBC0671;8861382687;tabungan;12313565;01/01/2025;active;basic
ACC00672;NBC0672;8877779570;bisnis;9565068;16/10/2024;active;silver
ACC00673;NBC0673;8899626377;tabungan;44006275;02/12/2022;active;silver
ACC00674;NBC0674;8871107351;deposito;321356321;27/07/2024;active;basic
ACC00675;NBC0675;8896220682;bisnis;35401023;20/11/2024;active;gold
ACC00676;NBC0676;8823330239;tabungan;19388404;29/01/2025;active;silver
ACC00677;NBC0677;8844606069;tabungan;39653066;05/06/2023;active;silver
ACC00678;NBC0678;8806952357;tabungan;17453683;26/02/2024;active;silver
ACC00679;NBC0679;8865294128;tabungan;36183478;17/01/2025;active;gold
ACC00680;NBC0680;8870064488;deposito;189487389;29/05/2023;active;gold
ACC00681;NBC0681;8887531198;tabungan;22670841;14/11/2024;active;gold
ACC00682;NBC0682;8825542805;tabungan;758051;12/02/2024;active;silver
ACC00683;NBC0683;8864255078;tabungan;16714898;17/08/2024;active;silver
ACC00684;NBC0684;8887860203;tabungan;28572727;19/11/2023;dormant;platinum
ACC00685;NBC0685;8822131701;tabungan;48559761;25/06/2024;active;gold
ACC00686;NBC0686;8858663992;tabungan;41803601;14/09/2024;active;silver
ACC00687;NBC0687;8898728731;tabungan;36335134;12/11/2024;active;basic
ACC00688;NBC0688;8849562917;deposito;140075808;14/07/2024;active;basic
ACC00689;NBC0689;8844160332;tabungan;44830273;07/07/2024;active;basic
ACC00690;NBC0690;8807005102;tabungan;36466426;11/02/2025;active;silver
ACC00691;NBC0691;8845120220;deposito;287969112;21/03/2024;active;basic
ACC00692;NBC0692;8875454164;tabungan;5620983;02/01/2025;dormant;gold
ACC00693;NBC0693;8892104662;deposito;289448861;07/09/2024;active;gold
ACC00694;NBC0694;8801526974;tabungan;31404106;30/06/2024;active;gold
ACC00695;NBC0695;8803607854;tabungan;18606942;09/01/2023;active;silver
ACC00696;NBC0696;8833095872;tabungan;49421291;01/07/2024;active;silver
ACC00697;NBC0697;8836806014;bisnis;64362853;02/02/2025;active;basic
ACC00698;NBC0698;8892326714;tabungan;22619921;19/01/2025;active;gold
ACC00699;NBC0699;8885819701;tabungan;49863008;15/11/2024;active;silver
ACC00700;NBC0700;8819679720;tabungan;24593566;24/08/2024;active;silver
ACC00701;NBC0701;8851920182;bisnis;166238807;08/11/2024;active;silver
ACC00702;NBC0702;8823329704;tabungan;36990325;11/09/2024;active;platinum
ACC00703;NBC0703;8879582915;deposito;313888203;02/04/2024;active;silver
ACC00704;NBC0704;8851163971;tabungan;36038557;12/10/2024;active;basic
ACC00705;NBC0705;8820757414;tabungan;19053047;27/01/2025;active;basic
ACC00706;NBC0706;8848739626;deposito;496097458;23/12/2022;active;platinum
ACC00707;NBC0707;8891883124;deposito;74946791;05/02/2024;active;gold
ACC00708;NBC0708;8873677244;bisnis;175824670;09/11/2024;active;silver
ACC00709;NBC0709;8835497872;tabungan;12935868;24/12/2024;active;basic
ACC00710;NBC0710;8857156438;deposito;329055972;18/04/2024;active;silver
ACC00711;NBC0711;8829903480;bisnis;182056046;06/08/2023;active;basic
ACC00712;NBC0712;8824796000;tabungan;43097146;09/01/2025;dormant;platinum
ACC00713;NBC0713;8809165737;deposito;309740896;08/07/2023;active;silver
ACC00714;NBC0714;8842662254;tabungan;27963577;14/11/2022;active;silver
ACC00715;NBC0715;8803693091;tabungan;39955911;21/07/2024;dormant;silver
ACC00716;NBC0716;8801527311;tabungan;48272917;16/07/2024;active;basic
ACC00717;NBC0717;8826414756;tabungan;30977783;17/10/2023;active;gold
ACC00718;NBC0718;8801842933;tabungan;38457942;17/01/2024;active;basic
ACC00719;NBC0719;8847422983;tabungan;22243182;31/01/2025;active;gold
ACC00720;NBC0720;8896677153;tabungan;43544984;16/06/2024;active;silver
ACC00721;NBC0721;8822624736;tabungan;40038396;12/08/2023;active;silver
ACC00722;NBC0722;8803299090;deposito;179186289;11/07/2023;active;gold
ACC00723;NBC0723;8864761442;deposito;382512056;01/09/2023;active;gold
ACC00724;NBC0724;8873554042;tabungan;30407040;07/11/2024;active;silver
ACC00725;NBC0725;8816979206;tabungan;43136756;06/07/2023;active;silver
ACC00726;NBC0726;8849393439;deposito;242766507;25/08/2024;active;silver
ACC00727;NBC0727;8845392528;tabungan;26960021;27/05/2024;active;platinum
ACC00728;NBC0728;8835733813;deposito;256690382;26/01/2024;dormant;silver
ACC00729;NBC0729;8873453302;tabungan;16627122;04/12/2024;active;gold
ACC00730;NBC0730;8841224740;tabungan;15535224;19/11/2023;active;silver
ACC00731;NBC0731;8885372033;tabungan;42616219;09/05/2024;active;silver
