customer_id;name;nik_masked;email;phone;city;province;dob;gender;kyc_status;registration_date;referral_code
NBC0178;Fajar Susanto;127191******;fajar.susanto306@yahoo.com;83031365024;Jakarta;DKI Jakarta;24/03/2001;Male;verified;03/09/2022;REF-4982
NBC0179;Rizki Effendi;517129******;rizki.effendi381@gmail.com;82271950052;Semarang;Jawa Tengah;22/01/1999;Male;verified;08/08/2022;REF-4812
NBC0180;Lukman Rahman;127134******;lukman.rahman22@hotmail.com;83240778487;Makassar;Sulawesi Selatan;07/07/1983;Male;unverified;18/01/2023;REF-6303
NBC0181;Sari Maulana;327177******;sari.maulana159@hotmail.com;83485708620;Jakarta;DKI Jakarta;19/10/2002;Female;verified;16/01/2024;
NBC0182;Dwi Kusuma;167159******;dwi.kusuma195@hotmail.com;87294565118;Depok;Jawa Barat;22/07/2004;Male;verified;17/05/2022;REF-3126
NBC0183;Rizki Suryadi;327172******;rizki.suryadi197@gmail.com;81967899405;Surabaya;Jawa Timur;25/11/1984;Male;unverified;26/05/2022;REF-4419
NBC0184;Eka Gunawan;317156******;eka.gunawan572@hotmail.com;83094801413;Surabaya;Jawa Timur;21/04/1998;Female;verified;18/07/2022;REF-4784
NBC0185;Krisna Suryadi;167194******;krisna.suryadi255@yahoo.com;87861957612;Jakarta;DKI Jakarta;03/02/1983;Male;verified;31/01/2025;REF-6529
NBC0186;Kirana Halim;357850******;kirana.halim564@outlook.com;83665939836;Bekasi;Jawa Barat;07/09/1999;Female;verified;05/06/2023;REF-8412
NBC0187;Zaki Pratama;317146******;zaki.pratama611@gmail.com;87240433504;Surabaya;Jawa Timur;02/11/1999;Male;unverified;13/11/2024;REF-3534
NBC0188;Faisal Rahman;327327******;faisal.rahman272@outlook.com;87334419693;Jakarta;DKI Jakarta;18/06/1978;Male;verified;27/10/2023;
NBC0189;Bambang Hartono;517192******;bambang.hartono308@gmail.com;88961055661;Jakarta;DKI Jakarta;03/03/1985;Male;pending;24/01/2022;REF-7266
NBC0190;Jaka Wijaya;357879******;jaka.wijaya579@yahoo.com;83832067998;Semarang;Jawa Tengah;15/01/1979;Male;verified;31/03/2023;REF-7460
NBC0191;Umar Setiawan;127183******;umar.setiawan764@gmail.com;87641686227;Bandung;Jawa Barat;02/02/2000;Male;verified;10/02/2023;REF-4212
NBC0192;Zulfa Budiman;337441******;zulfa.budiman74@outlook.com;85591166553;Jakarta;DKI Jakarta;21/05/1989;Female;verified;07/12/2023;REF-1396
NBC0193;Jihan Rahman;517166******;jihan.rahman639@yahoo.com;85033521103;Medan;Sumatera Utara;09/11/2002;Female;verified;30/10/2022;
NBC0194;Siti Mahendra;327149******;siti.mahendra461@hotmail.com;81538338848;Jakarta;DKI Jakarta;31/08/1996;Female;verified;17/10/2022;REF-1301
NBC0195;Yoga Budiman;317142******;yoga.budiman175@gmail.com;83394070164;Jakarta;DKI Jakarta;27/09/2004;Male;verified;08/01/2024;
NBC0196;Teguh Tanjung;337458******;teguh.tanjung521@gmail.com;83798123878;Jakarta;DKI Jakarta;19/12/1975;Male;verified;23/03/2022;REF-9673
NBC0197;Haris Wardana;327312******;haris.wardana356@outlook.com;83438404608;Surabaya;Jawa Timur;27/07/1987;Male;verified;07/04/2023;REF-7436
NBC0198;Eka Tanjung;167196******;eka.tanjung628@yahoo.com;85392649578;Jakarta;DKI Jakarta;28/11/1980;Female;verified;28/02/2023;REF-9869
NBC0199;Laras Nugroho;347198******;laras.nugroho723@yahoo.com;85292518812;Jakarta;DKI Jakarta;31/03/1989;Female;verified;26/10/2022;
NBC0200;Cindy Yudha;347166******;cindy.yudha764@outlook.com;82312209949;Palembang;Sumatera Selatan;08/06/2000;Female;verified;18/04/2023;REF-4783
NBC0201;Yuni Setiawan;127127******;yuni.setiawan515@hotmail.com;88526772233;Bandung;Jawa Barat;12/06/1976;Female;verified;16/04/2024;
NBC0202;Putra Yudha;337495******;putra.yudha208@yahoo.com;81279757366;Surabaya;Jawa Timur;16/11/1976;Male;verified;19/02/2024;
NBC0203;Endra Aditya;167192******;endra.aditya897@gmail.com;87177038860;Surabaya;Jawa Timur;07/01/2000;Male;pending;04/03/2024;REF-1807
NBC0204;Dedi Wardana;347146******;dedi.wardana473@yahoo.com;85490827718;Balikpapan;Kalimantan Timur;29/01/1980;Male;verified;04/01/2023;
NBC0205;Vivi Aditya;327360******;vivi.aditya424@outlook.com;85027937145;Depok;Jawa Barat;04/02/2004;Female;pending;02/12/2022;
NBC0206;Fajar Halim;357820******;fajar.halim537@hotmail.com;88892686025;Bandung;Jawa Barat;14/05/2000;Male;verified;04/11/2022;REF-3369
NBC0207;Cahyo Santoso;327549******;cahyo.santoso317@hotmail.com;83212309407;Yogyakarta;DI Yogyakarta;28/04/1997;Male;verified;18/10/2024;REF-1094
NBC0208;Hesti Wibowo;337485******;hesti.wibowo676@hotmail.com;85671990384;Semarang;Jawa Tengah;20/10/2002;Female;verified;02/03/2023;REF-3429
NBC0209;Vino Wijaya;327314******;vino.wijaya684@outlook.com;83101622499;Surabaya;Jawa Timur;02/09/2000;Male;pending;30/12/2022;
NBC0210;Zahra Wijaya;327148******;zahra.wijaya331@outlook.com;85168147214;Bali;Bali;07/10/1989;Female;verified;15/12/2024;REF-4438
NBC0211;Prita Santoso;327183******;prita.santoso748@gmail.com;85946954899;Bandung;Jawa Barat;15/11/1990;Female;verified;23/09/2022;REF-9132
NBC0212;Satria Darmawan;127133******;satria.darmawan905@yahoo.com;88430107139;Bandung;Jawa Barat;07/08/1993;Male;verified;27/04/2024;REF-6728
NBC0213;Ratna Anwar;317191******;ratna.anwar207@outlook.com;83144885015;Bali;Bali;24/04/1990;Female;unverified;22/03/2024;
NBC0214;Ayu Permana;337452******;ayu.permana854@outlook.com;88770272785;Surabaya;Jawa Timur;30/09/1995;Female;verified;27/04/2024;
NBC0215;Jaka Firmansyah;517196******;jaka.firmansyah324@gmail.com;82955124056;Padang;Sumatera Barat;07/02/2003;Male;pending;30/12/2024;
NBC0216;Anita Permana;517124******;anita.permana886@outlook.com;88504617357;Bekasi;Jawa Barat;29/07/1988;Female;verified;19/03/2023;REF-3867
NBC0217;Rizki Suryadi;327166******;rizki.suryadi519@gmail.com;85823578452;Bali;Bali;29/05/1979;Male;verified;23/11/2024;REF-3174
NBC0218;Rizki Gunawan;327576******;rizki.gunawan119@gmail.com;83091570184;Bali;Bali;04/01/1976;Male;rejected;02/10/2023;REF-4438
NBC0219;Krisna Hakim;347178******;krisna.hakim327@hotmail.com;88142241098;Padang;Sumatera Barat;22/01/1998;Male;verified;29/07/2022;REF-6739
NBC0220;Putra Hidayat;347183******;putra.hidayat251@yahoo.com;81495870207;Manado;Sulawesi Utara;20/04/2005;Male;verified;14/04/2022;REF-1881
NBC0221;Zaki Permana;517185******;zaki.permana645@hotmail.com;87545381792;Surabaya;Jawa Timur;03/03/1979;Male;verified;17/08/2024;REF-6085
NBC0222;Winda Gunawan;127139******;winda.gunawan971@yahoo.com;82945625577;Surabaya;Jawa Timur;10/05/1976;Female;pending;14/05/2022;REF-6758
NBC0223;Iwan Hakim;357887******;iwan.hakim589@yahoo.com;87161581487;Surabaya;Jawa Timur;23/12/1992;Male;verified;26/04/2024;REF-4992
NBC0224;Ganesha Tanjung;327153******;ganesha.tanjung214@hotmail.com;85958321971;Bandung;Jawa Barat;25/07/2001;Male;verified;06/08/2024;REF-2599
NBC0225;Kartika Firmansyah;327518******;kartika.firmansyah613@gmail.com;88965701329;Medan;Sumatera Utara;15/07/2003;Female;unverified;01/01/2022;
NBC0226;Erika Aditya;347159******;erika.aditya631@hotmail.com;82354946519;Yogyakarta;DI Yogyakarta;14/05/1975;Female;unverified;11/11/2024;REF-3089
NBC0227;Citra Salim;167116******;citra.salim1@outlook.com;81403696566;Semarang;Jawa Tengah;12/02/1992;Female;verified;10/06/2024;REF-3841
NBC0228;Krisna Tanjung;357863******;krisna.tanjung158@outlook.com;88220102762;Jakarta;DKI Jakarta;19/10/1978;Male;verified;09/10/2022;REF-7813
NBC0229;Vivi Zulkarnain;517133******;vivi.zulkarnain466@hotmail.com;87765326909;Bali;Bali;06/05/1997;Female;verified;30/04/2023;
NBC0230;Kevin Salim;317114******;kevin.salim582@hotmail.com;88519712847;Medan;Sumatera Utara;10/03/1998;Male;verified;10/06/2022;REF-2449
NBC0231;Satria Kusuma;167184******;satria.kusuma320@gmail.com;83807787956;Bandung;Jawa Barat;31/10/1990;Male;verified;27/08/2023;REF-1578
NBC0232;Olivia Firmansyah;517143******;olivia.firmansyah63@hotmail.com;87290490471;Jakarta;DKI Jakarta;08/09/1980;Female;verified;01/11/2024;REF-5552
NBC0233;Rangga Iskandar;347142******;rangga.iskandar15@gmail.com;87292752437;Surabaya;Jawa Timur;10/02/1983;Male;verified;16/12/2024;
NBC0234;Dimas Hidayat;517129******;dimas.hidayat858@hotmail.com;85637239504;Palembang;Sumatera Selatan;15/03/1980;Male;verified;18/04/2022;REF-7533
NBC0235;Ganesha Aditya;337458******;ganesha.aditya700@hotmail.com;85428604765;Semarang;Jawa Tengah;14/10/1998;Male;unverified;26/03/2022;REF-9704
NBC0236;Diah Iskandar;357844******;diah.iskandar274@gmail.com;83967393852;Bali;Bali;19/01/1989;Female;verified;26/01/2025;REF-1138
NBC0237;Siti Yudha;327177******;siti.yudha107@hotmail.com;83344300910;Jakarta;DKI Jakarta;26/08/2001;Female;pending;21/03/2023;
NBC0238;Winda Sugiarto;327187******;winda.sugiarto134@hotmail.com;88921244717;Medan;Sumatera Utara;26/05/1987;Female;verified;24/05/2024;REF-6298
NBC0239;Hendra Kusuma;347117******;hendra.kusuma392@hotmail.com;83044271739;Depok;Jawa Barat;11/08/1992;Male;verified;01/01/2023;REF-2776
NBC0240;Hendra Zulkarnain;337488******;hendra.zulkarnain659@gmail.com;85410119470;Surabaya;Jawa Timur;29/04/1997;Male;verified;01/11/2022;REF-1014
NBC0241;Tania Tanjung;347129******;tania.tanjung717@outlook.com;85908776618;Pontianak;Kalimantan Barat;17/02/1985;Female;verified;07/01/2022;REF-8898
NBC0242;Kevin Rahman;357897******;kevin.rahman311@hotmail.com;81158517432;Bandung;Jawa Barat;15/11/1999;Male;verified;22/03/2022;
NBC0243;Ulfa Tanjung;327190******;ulfa.tanjung706@outlook.com;85173203093;Makassar;Sulawesi Selatan;11/12/1996;Female;verified;07/03/2024;REF-9856
NBC0244;Hesti Aditya;127112******;hesti.aditya38@outlook.com;81506138782;Bali;Bali;27/12/2000;Female;verified;23/04/2023;
NBC0245;Hadi Darmawan;317170******;hadi.darmawan929@gmail.com;82202041792;Bekasi;Jawa Barat;06/07/2001;Male;verified;11/05/2022;
NBC0246;Haris Lestari;327135******;haris.lestari437@outlook.com;88651982530;Jakarta;DKI Jakarta;09/08/2001;Male;unverified;22/12/2022;REF-2978
NBC0247;Galih Yudha;327399******;galih.yudha379@yahoo.com;85390219620;Jakarta;DKI Jakarta;04/11/1996;Male;verified;15/06/2022;REF-3939
NBC0248;Winda Hakim;327598******;winda.hakim827@hotmail.com;88232487632;Medan;Sumatera Utara;22/05/2002;Female;pending;19/03/2022;REF-9190
NBC0249;Eka Firmansyah;357863******;eka.firmansyah5@yahoo.com;82181958837;Balikpapan;Kalimantan Timur;06/02/2003;Female;verified;03/03/2023;REF-4173
NBC0250;Hadi Effendi;127132******;hadi.effendi164@gmail.com;81543645970;Bali;Bali;07/09/1979;Male;verified;18/04/2022;
NBC0251;Ahmad Darmawan;167124******;ahmad.darmawan73@yahoo.com;88799563531;Semarang;Jawa Tengah;18/08/1989;Male;pending;12/04/2023;REF-7759
NBC0252;Anita Lestari;327170******;anita.lestari600@hotmail.com;81623972652;Bogor;Jawa Barat;14/07/1995;Female;verified;02/02/2023;REF-5418
NBC0253;Gilang Wijaya;517117******;gilang.wijaya288@yahoo.com;81776253492;Jakarta;DKI Jakarta;14/08/2003;Male;verified;15/12/2022;REF-4763
NBC0254;Jaka Darmawan;337485******;jaka.darmawan485@hotmail.com;83063356939;Jakarta;DKI Jakarta;06/09/1981;Male;verified;11/01/2022;REF-1724
NBC0255;Ganesha Cahyadi;317164******;ganesha.cahyadi544@hotmail.com;85177318063;Jakarta;DKI Jakarta;14/12/1980;Male;unverified;05/01/2024;REF-2486
NBC0256;Yoga Firmansyah;327368******;yoga.firmansyah879@gmail.com;85726257016;Surabaya;Jawa Timur;26/12/2005;Male;verified;13/11/2023;REF-5859
NBC0257;Putra Aditya;517136******;putra.aditya807@gmail.com;87508501657;Pekanbaru;Riau;09/10/2002;Male;verified;25/03/2022;REF-3871
NBC0258;Winda Kusuma;167136******;winda.kusuma142@outlook.com;82817933554;Surabaya;Jawa Timur;03/08/1997;Female;verified;16/05/2024;REF-2038
NBC0259;Dedi Darmawan;167177******;dedi.darmawan850@gmail.com;85884795137;Semarang;Jawa Tengah;01/12/1978;Male;verified;14/06/2022;REF-3929
NBC0260;Bayu Hartono;327345******;bayu.hartono115@yahoo.com;85238046827;Balikpapan;Kalimantan Timur;21/07/1990;Male;verified;10/05/2024;REF-1351
NBC0261;Bayu Saputra;337476******;bayu.saputra661@outlook.com;85955798877;Surabaya;Jawa Timur;22/08/1988;Male;verified;28/09/2022;
NBC0262;Oka Lestari;127157******;oka.lestari995@outlook.com;81254729284;Surabaya;Jawa Timur;06/03/1983;Male;verified;26/12/2022;
NBC0263;Tania Hidayat;327340******;tania.hidayat120@gmail.com;83927452380;Jakarta;DKI Jakarta;08/11/2004;Female;verified;12/10/2023;
NBC0264;Dedi Aditya;327378******;dedi.aditya309@gmail.com;81672752088;Jakarta;DKI Jakarta;10/11/1989;Male;verified;29/08/2023;REF-5748
NBC0265;Aisyah Hidayat;517166******;aisyah.hidayat347@gmail.com;88702814069;Balikpapan;Kalimantan Timur;19/11/1984;Female;pending;02/07/2024;REF-6347
NBC0266;Teguh Suryadi;517177******;teguh.suryadi228@outlook.com;82018718637;Bekasi;Jawa Barat;03/04/1989;Male;verified;13/11/2024;
NBC0267;Zahra Wardana;327364******;zahra.wardana379@hotmail.com;83045547813;Bekasi;Jawa Barat;05/12/1994;Female;rejected;01/05/2024;
NBC0268;Dwi Zulkarnain;327527******;dwi.zulkarnain856@gmail.com;82347851961;Makassar;Sulawesi Selatan;19/04/1975;Male;pending;18/04/2024;REF-5478
NBC0269;Lukman Gunawan;517127******;lukman.gunawan205@yahoo.com;85487049478;Bali;Bali;16/10/1995;Male;pending;05/04/2023;REF-1040
NBC0270;Surya Effendi;327193******;surya.effendi682@outlook.com;85273014719;Jakarta;DKI Jakarta;25/03/1991;Male;verified;11/09/2024;REF-5225
NBC0271;Gracia Sugiarto;357875******;gracia.sugiarto751@gmail.com;83290257252;Surabaya;Jawa Timur;16/05/1977;Female;verified;13/07/2023;REF-6832
NBC0272;Rio Budiman;327175******;rio.budiman199@yahoo.com;81928554451;Bali;Bali;21/12/1998;Male;verified;22/12/2023;
NBC0273;Jaka Hakim;357872******;jaka.hakim422@outlook.com;82132833898;Medan;Sumatera Utara;13/11/1998;Male;unverified;22/08/2022;REF-2251
NBC0274;Gilang Saputra;127154******;gilang.saputra320@outlook.com;82798524013;Jakarta;DKI Jakarta;09/10/1980;Male;pending;19/10/2022;REF-6036
NBC0275;Gilang Setiawan;327598******;gilang.setiawan782@gmail.com;81076031089;Jakarta;DKI Jakarta;29/08/1977;Male;verified;18/08/2024;REF-5145
NBC0276;Surya Pratama;327125******;surya.pratama943@yahoo.com;87325012495;Yogyakarta;DI Yogyakarta;19/10/1990;Male;unverified;25/11/2022;
NBC0277;Prita Wibowo;167182******;prita.wibowo70@gmail.com;87083342801;Yogyakarta;DI Yogyakarta;07/08/1984;Female;pending;29/10/2024;
NBC0278;Bambang Permana;127196******;bambang.permana981@gmail.com;82566383615;Semarang;Jawa Tengah;18/07/1980;Male;pending;12/08/2024;REF-3226
NBC0279;Wahyu Hakim;167115******;wahyu.hakim85@outlook.com;85164794738;Surabaya;Jawa Timur;08/04/1993;Male;verified;19/08/2023;
NBC0280;Bayu Effendi;357832******;bayu.effendi14@hotmail.com;88167811266;Balikpapan;Kalimantan Timur;28/06/2001;Male;verified;28/07/2022;
NBC0281;Jihan Kusuma;357835******;jihan.kusuma347@yahoo.com;87613674994;Jakarta;DKI Jakarta;18/11/2003;Female;verified;30/03/2024;REF-7626
NBC0282;Intan Iskandar;327368******;intan.iskandar111@gmail.com;83773201017;Jakarta;DKI Jakarta;02/06/2005;Female;pending;24/02/2022;
NBC0283;Arif Ramadhan;327348******;arif.ramadhan637@gmail.com;81877347784;Jakarta;DKI Jakarta;02/05/1999;Male;verified;05/12/2023;
NBC0284;Ahmad Wijaya;327525******;ahmad.wijaya393@hotmail.com;83677002842;Semarang;Jawa Tengah;17/01/1997;Male;verified;01/06/2024;REF-7374
NBC0285;Fajar Darmawan;167197******;fajar.darmawan553@hotmail.com;85828064796;Jakarta;DKI Jakarta;03/09/2002;Male;verified;24/12/2023;
NBC0286;Andi Saputra;517115******;andi.saputra132@outlook.com;83905616556;Surabaya;Jawa Timur;04/10/1990;Male;verified;26/04/2022;REF-5056
NBC0287;Surya Setiawan;327149******;surya.setiawan118@outlook.com;82085076986;Yogyakarta;DI Yogyakarta;17/12/1986;Male;verified;11/02/2022;REF-1364
NBC0288;Anita Tanjung;357883******;anita.tanjung101@hotmail.com;81357852945;Surabaya;Jawa Timur;23/07/1994;Female;pending;18/02/2023;REF-2234
NBC0289;Kirana Anwar;347143******;kirana.anwar49@outlook.com;87639191954;Surabaya;Jawa Timur;07/01/1978;Female;verified;23/12/2024;REF-4436
NBC0290;Bayu Firmansyah;167148******;bayu.firmansyah444@outlook.com;82664987820;Semarang;Jawa Tengah;01/03/2003;Male;unverified;23/11/2024;
NBC0291;Maya Gunawan;347191******;maya.gunawan546@hotmail.com;87083572324;Bandung;Jawa Barat;13/07/1994;Female;verified;20/04/2024;REF-2055
NBC0292;Cindy Iskandar;347192******;cindy.iskandar165@outlook.com;88936312303;Surabaya;Jawa Timur;05/12/1988;Female;verified;08/08/2024;REF-8145
NBC0293;Rizki Suryadi;327344******;rizki.suryadi140@gmail.com;83482070015;Semarang;Jawa Tengah;26/12/2001;Male;verified;03/09/2023;
NBC0294;Cindy Salim;327160******;cindy.salim966@yahoo.com;82198189847;Medan;Sumatera Utara;18/01/1979;Female;verified;03/05/2023;REF-6134
NBC0295;Naufal Tanjung;337464******;naufal.tanjung224@yahoo.com;81234764907;Pekanbaru;Riau;06/12/1998;Male;verified;07/02/2024;REF-2850
NBC0296;Bagas Effendi;337445******;bagas.effendi901@yahoo.com;83754090034;Semarang;Jawa Tengah;17/10/1999;Male;pending;27/02/2024;REF-6945
NBC0297;Umi Sugiarto;167140******;umi.sugiarto879@hotmail.com;85064413432;Surabaya;Jawa Timur;08/09/1994;Female;verified;12/10/2023;
NBC0298;Cindy Wijaya;347120******;cindy.wijaya843@hotmail.com;85656124815;Surabaya;Jawa Timur;17/11/1993;Female;verified;26/01/2025;
NBC0299;Ahmad Santoso;327390******;ahmad.santoso455@yahoo.com;81634591123;Medan;Sumatera Utara;01/03/1998;Male;verified;24/09/2022;
NBC0300;Vina Halim;127127******;vina.halim267@yahoo.com;88954316526;Jakarta;DKI Jakarta;05/12/1991;Female;verified;05/04/2023;REF-1376
NBC0301;Sinta Lestari;327169******;sinta.lestari204@outlook.com;88206969421;Bandung;Jawa Barat;04/07/1991;Female;verified;15/12/2022;
NBC0302;Cahyo Budiman;327568******;cahyo.budiman848@hotmail.com;81333447626;Surabaya;Jawa Timur;08/04/1984;Male;verified;18/03/2023;
NBC0303;Arif Suryadi;327533******;arif.suryadi419@yahoo.com;81443973597;Surabaya;Jawa Timur;05/11/1978;Male;pending;22/01/2022;REF-6296
NBC0304;Bella Anwar;327564******;bella.anwar754@outlook.com;81180053759;Jakarta;DKI Jakarta;02/02/2005;Female;verified;04/04/2022;REF-9266
NBC0305;Ulfa Wardana;357826******;ulfa.wardana992@gmail.com;87242875721;Jakarta;DKI Jakarta;26/03/1989;Female;verified;22/12/2024;REF-5266
NBC0306;Rizki Nugroho;127145******;rizki.nugroho766@outlook.com;85449485625;Yogyakarta;DI Yogyakarta;14/01/1997;Male;verified;06/11/2022;REF-8208
NBC0307;Hadi Santoso;337433******;hadi.santoso37@hotmail.com;83276170758;Medan;Sumatera Utara;06/10/1996;Male;verified;26/07/2024;REF-3425
NBC0308;Dimas Anwar;347133******;dimas.anwar855@yahoo.com;88849939089;Bandung;Jawa Barat;06/02/1983;Male;verified;02/05/2024;
NBC0309;Haris Hartono;357813******;haris.hartono292@gmail.com;85591520177;Yogyakarta;DI Yogyakarta;15/05/1995;Male;verified;06/07/2023;REF-1095
NBC0310;Rizki Halim;357882******;rizki.halim133@yahoo.com;81450189616;Bogor;Jawa Barat;12/06/1986;Male;pending;31/12/2022;REF-7535
NBC0311;Luki Maulana;327561******;luki.maulana292@yahoo.com;81476492515;Jakarta;DKI Jakarta;30/12/1997;Male;pending;14/02/2023;REF-7358
NBC0312;Maulana Zulkarnain;327164******;maulana.zulkarnain831@outlook.com;87266108573;Surabaya;Jawa Timur;19/01/2004;Male;verified;14/11/2022;
NBC0313;Teguh Budiman;327147******;teguh.budiman480@hotmail.com;81742243864;Jakarta;DKI Jakarta;02/07/2000;Male;pending;08/04/2022;REF-1738
NBC0314;Irfan Zulkarnain;327522******;irfan.zulkarnain476@outlook.com;83491801722;Semarang;Jawa Tengah;17/08/1992;Male;verified;03/04/2022;REF-5876
NBC0315;Dwi Gunawan;127189******;dwi.gunawan828@outlook.com;83232194168;Jakarta;DKI Jakarta;21/10/1975;Male;verified;12/01/2022;REF-1217
NBC0316;Ganesha Gunawan;327594******;ganesha.gunawan989@hotmail.com;83995641220;Malang;Jawa Timur;24/07/1983;Male;verified;18/08/2022;
NBC0317;Laras Saputra;337471******;laras.saputra665@yahoo.com;88368314727;Bekasi;Jawa Barat;04/12/1993;Female;verified;14/02/2022;REF-3497
NBC0318;Erika Darmawan;127112******;erika.darmawan881@hotmail.com;87334960501;Depok;Jawa Barat;12/04/2003;Female;verified;03/06/2024;
NBC0319;Zulfa Hakim;317172******;zulfa.hakim410@hotmail.com;87997308069;Jakarta;DKI Jakarta;02/03/1989;Female;verified;11/05/2022;REF-7834
NBC0320;Gita Darmawan;517192******;gita.darmawan356@hotmail.com;88602437573;Jakarta;DKI Jakarta;09/10/1997;Female;verified;26/03/2023;REF-6556
NBC0321;Winda Gunawan;327347******;winda.gunawan741@hotmail.com;85572934172;Jakarta;DKI Jakarta;10/10/1982;Female;verified;13/02/2023;REF-9063
NBC0322;Reza Darmawan;347140******;reza.darmawan215@gmail.com;81545228015;Surabaya;Jawa Timur;26/04/1994;Male;rejected;22/08/2022;REF-2977
NBC0323;Hesti Susanto;357855******;hesti.susanto788@gmail.com;87428910771;Bandung;Jawa Barat;01/10/1979;Female;pending;28/07/2022;
NBC0324;Eko Maulana;327136******;eko.maulana933@outlook.com;82478712552;Jakarta;DKI Jakarta;07/07/1980;Male;verified;18/02/2023;REF-7811
NBC0325;Siti Wibowo;127153******;siti.wibowo294@yahoo.com;81456532863;Jakarta;DKI Jakarta;10/03/1981;Female;verified;28/05/2024;REF-7706
NBC0326;Jessica Salim;317166******;jessica.salim150@gmail.com;88811556260;Jakarta;DKI Jakarta;22/08/1992;Female;verified;17/03/2022;REF-3473
NBC0327;Citra Budiman;347163******;citra.budiman412@outlook.com;88550489267;Semarang;Jawa Tengah;19/11/2003;Female;verified;25/02/2023;
NBC0328;Prita Halim;357893******;prita.halim415@yahoo.com;83108562884;Jakarta;DKI Jakarta;02/08/1984;Female;pending;10/07/2022;REF-6115
NBC0329;Galih Maulana;317113******;galih.maulana912@outlook.com;82468105485;Bandung;Jawa Barat;21/07/1980;Male;pending;08/04/2022;
NBC0330;Erika Firmansyah;517110******;erika.firmansyah465@outlook.com;82998935449;Jakarta;DKI Jakarta;01/03/2005;Female;verified;14/10/2022;
NBC0331;Nanda Hartono;357876******;nanda.hartono597@yahoo.com;83712661106;Jakarta;DKI Jakarta;31/10/1980;Male;verified;02/09/2024;REF-2279
NBC0332;Jaka Wardana;517181******;jaka.wardana532@hotmail.com;83976776228;Banjarmasin;Kalimantan Selatan;13/09/1980;Male;verified;19/09/2024;
NBC0333;Cahyo Cahyadi;167125******;cahyo.cahyadi712@yahoo.com;85702851961;Jakarta;DKI Jakarta;03/06/1980;Male;pending;27/01/2024;REF-1659
NBC0334;Fajar Salim;347157******;fajar.salim311@outlook.com;85022960443;Jakarta;DKI Jakarta;19/03/1983;Male;verified;28/09/2024;REF-9970
NBC0335;Rizki Yudha;127183******;rizki.yudha318@hotmail.com;83679228777;Medan;Sumatera Utara;06/09/1981;Male;verified;29/10/2023;REF-7711
NBC0336;Zaki Mahendra;167115******;zaki.mahendra982@hotmail.com;88412094818;Jakarta;DKI Jakarta;27/10/1978;Male;pending;30/01/2023;
NBC0337;Galih Santoso;517176******;galih.santoso194@hotmail.com;87018204339;Medan;Sumatera Utara;05/12/1994;Male;verified;23/06/2022;
NBC0338;Bella Wijaya;127112******;bella.wijaya349@hotmail.com;82608564111;Surabaya;Jawa Timur;21/04/1999;Female;verified;11/12/2022;REF-3992
NBC0339;Dimas Hidayat;347162******;dimas.hidayat695@yahoo.com;81952004615;Medan;Sumatera Utara;23/05/1981;Male;verified;25/04/2024;
NBC0340;Fajar Santoso;337440******;fajar.santoso771@yahoo.com;85886140578;Bandung;Jawa Barat;05/04/1993;Male;verified;15/05/2022;REF-7676
NBC0341;Ayu Iskandar;167185******;ayu.iskandar692@gmail.com;82824967183;Jakarta;DKI Jakarta;21/05/1981;Female;verified;04/02/2024;REF-3755
NBC0342;Kirana Zulkarnain;167167******;kirana.zulkarnain43@gmail.com;85942007494;Jakarta;DKI Jakarta;03/07/2005;Female;verified;18/02/2024;
NBC0343;Maya Cahyadi;347115******;maya.cahyadi166@gmail.com;83161284639;Surabaya;Jawa Timur;23/08/1997;Female;verified;14/10/2023;
NBC0344;Ratna Susanto;127144******;ratna.susanto252@outlook.com;83379502097;Jakarta;DKI Jakarta;12/03/1975;Female;verified;20/01/2022;REF-7769
NBC0345;Vivi Darmawan;327578******;vivi.darmawan84@gmail.com;87071569562;Bali;Bali;19/05/1975;Female;verified;13/09/2022;REF-4161
NBC0346;Made Saputra;347197******;made.saputra944@outlook.com;82194337504;Bandung;Jawa Barat;08/02/1997;Male;unverified;05/03/2023;REF-7489
NBC0347;Putra Cahyadi;127131******;putra.cahyadi566@yahoo.com;88999219212;Bandung;Jawa Barat;24/08/1986;Male;verified;12/04/2023;
NBC0348;Sari Suryadi;317198******;sari.suryadi695@outlook.com;88870605664;Jakarta;DKI Jakarta;17/06/1980;Female;verified;27/11/2024;REF-6922
NBC0349;Rizki Lestari;317145******;rizki.lestari941@hotmail.com;87750635190;Padang;Sumatera Barat;13/02/1985;Male;verified;17/05/2024;
NBC0350;Laras Maulana;357849******;laras.maulana65@gmail.com;81760954317;Medan;Sumatera Utara;10/09/1985;Female;pending;29/11/2023;
NBC0351;Jessica Wibowo;327186******;jessica.wibowo635@hotmail.com;81791100651;Yogyakarta;DI Yogyakarta;20/09/1980;Female;pending;07/05/2022;
NBC0352;Surya Zulkarnain;327123******;surya.zulkarnain694@gmail.com;87046619639;Bandung;Jawa Barat;04/08/2004;Male;unverified;22/01/2022;REF-8605
NBC0353;Prita Hartono;357893******;prita.hartono961@gmail.com;85859311091;Semarang;Jawa Tengah;05/08/2001;Female;verified;01/02/2023;
NBC0354;Irfan Susanto;357863******;irfan.susanto493@hotmail.com;82320024968;Bandung;Jawa Barat;26/03/2004;Male;pending;03/01/2024;REF-9866
